"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 16 16:18:23 GMT 2024","Fri Aug 16 16:18:24 GMT 2024","411","tests","test_user_auth","TestUserAuth","","","test_login_with_wrong_credentials[email-test@mail.com]","Cannot login with wrong email or password"
"passed","Fri Aug 16 16:18:28 GMT 2024","Fri Aug 16 16:18:29 GMT 2024","391","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[twitter-https://twitter#com]","Profile contacts cannot be edited with incorrect url format"
"passed","Fri Aug 16 16:18:27 GMT 2024","Fri Aug 16 16:18:27 GMT 2024","394","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[facebook-https://facebook#com]","Profile contacts cannot be edited with incorrect url format"
"passed","Fri Aug 16 16:18:19 GMT 2024","Fri Aug 16 16:18:19 GMT 2024","399","tests","test_follow_user","TestFollowUser","","","test_follow_user_twice","Check the error message when following to an already followed user"
"passed","Fri Aug 16 16:18:21 GMT 2024","Fri Aug 16 16:18:22 GMT 2024","394","tests","test_user_auth","TestUserAuth","","","test_login_with_incorrect_email_format[test@mailcom]","Unable to login with incorrect email format"
"passed","Fri Aug 16 16:18:35 GMT 2024","Fri Aug 16 16:18:35 GMT 2024","436","tests","test_users","TestUsers","","","test_get_custom_users_list[100]","Get list of available users with custom params (with the specified page size)"
"passed","Fri Aug 16 16:18:16 GMT 2024","Fri Aug 16 16:18:17 GMT 2024","846","tests","test_dialogs","TestDialogs","","","test_message_list_pages","Can select the page of the message list"
"passed","Fri Aug 16 16:18:26 GMT 2024","Fri Aug 16 16:18:27 GMT 2024","798","tests","test_user_profile","TestUserProfile","","","test_edit_user_profile","Can edit all profile data"
"passed","Fri Aug 16 16:17:54 GMT 2024","Fri Aug 16 16:17:57 GMT 2024","2942","tests","test_dialogs","TestDialogs","","","test_new_messages_count","Number of new messages is correct after sending/viewing them"
"passed","Fri Aug 16 16:18:21 GMT 2024","Fri Aug 16 16:18:21 GMT 2024","387","tests","test_user_auth","TestUserAuth","","","test_login_with_incorrect_email_format[testmail.com]","Unable to login with incorrect email format"
"passed","Fri Aug 16 16:18:22 GMT 2024","Fri Aug 16 16:18:23 GMT 2024","385","tests","test_user_auth","TestUserAuth","","","test_login_with_empty_field[email-error_massage0]","Cannot login if any required field (email or password) is empty"
"passed","Fri Aug 16 16:18:19 GMT 2024","Fri Aug 16 16:18:19 GMT 2024","402","tests","test_follow_user","TestFollowUser","","","test_unfollow_unfollowed_user","Check the error message when unfollowing from already unfollowed user"
"passed","Fri Aug 16 16:17:58 GMT 2024","Fri Aug 16 16:18:00 GMT 2024","2133","tests","test_dialogs","TestDialogs","","","test_delete_and_restore_message","The message can be deleted and restored by recipient"
"passed","Fri Aug 16 16:18:29 GMT 2024","Fri Aug 16 16:18:29 GMT 2024","433","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[youtube-https://youtube#com]","Profile contacts cannot be edited with incorrect url format"
"passed","Fri Aug 16 16:18:27 GMT 2024","Fri Aug 16 16:18:28 GMT 2024","439","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[website-https://website#com]","Profile contacts cannot be edited with incorrect url format"
